Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2018,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,208
2018,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,8
2018,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,26
2018,El Dorado,Diesel,Diesel,,,10799
2018,El Dorado,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,5
2018,El Dorado,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,6
2018,El Dorado,Gasoline,Flex Fuel,,,6284
2018,El Dorado,Gasoline,Gasoline,,,141211
2018,El Dorado,Gasoline Hybrid,Gasoline Hybrid,,,4643
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,11
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,4
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,3
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,22
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,1
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,14
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,7
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,5
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PLUG-IN Hybrid,1
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,324
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,12
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,165
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,83
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,41
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,6
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-in Hybrid,12
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-in Hybrid,6
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,1
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,14
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,14
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,S-Class,2
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,GLE,2
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,GLC,6
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,C-Class,11
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,8
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,2
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,2
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,120
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,102
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,11
2018,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,2
2018,El Dorado,Other,Natural Gas,,,7
2018,El Dorado,Other,Propane,,,16
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,23
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,151
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,117
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1049
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,76
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,78
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq Electric,2
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,1
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,10
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,B-Class,5
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,11
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,304
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,7
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,111
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,276
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,304
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,9
2018,Fresno,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,34
2018,Fresno,Diesel,Diesel,,,16467
2018,Fresno,Gasoline,Flex Fuel,,,36086
2018,Fresno,Gasoline,Gasoline,,,576675
2018,Fresno,Gasoline Hybrid,Gasoline Hybrid,,,12526
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,14
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,40
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,10
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,60
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,1
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,40
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,12
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,3
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,481
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,43
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,5
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,202
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,83
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,67
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,1
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-in Hybrid,13
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-in Hybrid,11
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,12
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,7
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,S-Class,7
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,GLE,6
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,GLC,2
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,C-Class,8
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-in Hybrid,1
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,7
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,3
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,14
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,918 Spyder,1
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,280
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,130
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,12
2018,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,4
2018,Fresno,Other,Natural Gas,,,20
2018,Fresno,Other,Propane,,,21
2018,Glenn,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,1
2018,Glenn,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1
2018,Glenn,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2018,Glenn,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,1
2018,Glenn,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1
2018,Glenn,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,2
2018,Glenn,Diesel,Diesel,,,2220
2018,Glenn,Gasoline,Flex Fuel,,,1520
2018,Glenn,Gasoline,Gasoline,,,19802
2018,Glenn,Gasoline Hybrid,Gasoline Hybrid,,,291
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,1
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,4
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,8
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,3
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,5
2018,Glenn,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,1
2018,Glenn,Other,Propane,,,2
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,5
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,12
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,27
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,40
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,12
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,2
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,5
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,2
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,126
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,14
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,12
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,38
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,39
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,2
2018,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,1
2018,Humboldt,Diesel,Diesel,,,9681
2018,Humboldt,Gasoline,Flex Fuel,,,4246
2018,Humboldt,Gasoline,Gasoline,,,90208
2018,Humboldt,Gasoline Hybrid,Gasoline Hybrid,,,3203
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,4
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,10
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,1
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,17
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,5
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,303
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,10
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,82
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,52
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,18
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,3
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-in Hybrid,6
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-in Hybrid,3
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,3
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,9
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,3
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,1
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,80
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,219
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,1
2018,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,1
2018,Humboldt,Other,Propane,,,3
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,1
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,1
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,2
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,5
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,4
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,1
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,4
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,8
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,13
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,12
2018,Imperial,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,1
2018,Imperial,Diesel,Diesel,,,3549
2018,Imperial,Gasoline,Flex Fuel,,,8010
2018,Imperial,Gasoline,Gasoline,,,139992
2018,Imperial,Gasoline Hybrid,Gasoline Hybrid,,,1397
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,2
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,4
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PLUG-IN Hybrid,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,24
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,2
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,26
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,3
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,4
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-in Hybrid,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-in Hybrid,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,S-Class,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,C-Class,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-in Hybrid,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,26
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,7
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,1
2018,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,1
2018,Imperial,Other,Natural Gas,,,21
2018,Imperial,Other,Propane,,,8
2018,Inyo,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2018,Inyo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2018,Inyo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,5
2018,Inyo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,9
2018,Inyo,Diesel,Diesel,,,1553
2018,Inyo,Gasoline,Flex Fuel,,,835
2018,Inyo,Gasoline,Gasoline,,,15630
2018,Inyo,Gasoline Hybrid,Gasoline Hybrid,,,315
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,5
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,3
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,1
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-in Hybrid,1
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,5
2018,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,9
2018,Inyo,Other,Natural Gas,,,2
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,10
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,26
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,64
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,125
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,23
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,1
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,4
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Hyundai,Ioniq Electric,6
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,1
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,8
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Mercedes- Benz,B-Class,3
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,7
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,186
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,8
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,66
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,120
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,145
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
2018,Kern,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,12
2018,Kern,Diesel,Diesel,,,21902
2018,Kern,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,2
2018,Kern,Gasoline,Flex Fuel,,,37099
2018,Kern,Gasoline,Gasoline,,,498871
2018,Kern,Gasoline Hybrid,Gasoline Hybrid,,,9063
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,7
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,36
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,17
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,46
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,6
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,65
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,21
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,3
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PLUG-IN Hybrid,2
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,268
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,32
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,262
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,136
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,53
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In,2
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Sonata Plug-in Hybrid,21
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,Ioniq Plug-in Hybrid,16
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,6
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,6
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),McLaren,P1,1
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,S-Class,5
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,GLE,4
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,GLC,2
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes- Benz,C-Class,8
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-in Hybrid,1
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,9
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,1
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,4
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,162
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,70
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,1
2018,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,1
2018,Kern,Other,Natural Gas,,,35
2018,Kern,Other,Propane,,,16
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,1
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,4
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,4
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,44
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,1
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,19
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,7
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,11
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,20
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
2018,Kings,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,5
2018,Kings,Diesel,Diesel,,,3278
2018,Kings,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,1
2018,Kings,Gasoline,Flex Fuel,,,6584
2018,Kings,Gasoline,Gasoline,,,76763
2018,Kings,Gasoline Hybrid,Gasoline Hybrid,,,1327
2018,Kings,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,1
2018,Kings,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,1
